source,target,weight
RIAL,RIR,3
RIAL,RIVL,8
RIAL,RIVR,12
RIAL,RMDDL,48
RIAL,RMDDR,35
RIAL,RMDL,26
RIAL,RMDR,17
RIAL,RMDVL,48
RIAL,RMDVR,48
RIAL,SAADL,1
RIAL,SIADL,3
RIAL,SIAVR,2
RIAL,SMBDR,7
RIAL,SMDDL,22
RIAL,SMDDR,33
RIAL,SMDVL,14
RIAL,SMDVR,32
RIAL,URXL,2
RIAR,ADFR,2
RIAR,AUAR,2
RIAR,AVAR,2
RIAR,CEPVL,1
RIAR,CEPVR,1
RIAR,IL1R,2
RIAR,RIAL,38
RIAR,RIAR,3
RIAR,RIBR,1
RIAR,RIVL,3
RIAR,RIVR,3
RIAR,RMDDL,48
RIAR,RMDDR,53
RIAR,RMDL,9
RIAR,RMDR,35
RIAR,RMDVL,57
RIAR,RMDVR,47
RIAR,SAADR,1
RIAR,SIADR,4
RIAR,SIAVL,7
RIAR,SMBDR,2
RIAR,SMBVR,2
RIAR,SMDDL,32
RIAR,SMDDR,26
RIAR,SMDVL,43
RIAR,SMDVR,26
RIBL,AIBR,8
RIBL,AUAL,9
RIBL,AVAL,5
RIBL,AVBR,1
RIBL,AVDR,4
RIBL,AVEL,9
RIBL,AVER,14
RIBL,BAGR,3
RIBL,CEPVL,5
RIBL,DVC,1
RIBL,RIAL,6
RIBL,RIGL,1
RIBL,RIML,1
RIBL,RIS,5
RIBL,RMDR,1
RIBL,SMDVR,6
RIBL,URYDL,3
RIBR,AIBL,3
RIBR,AINL,1
RIBR,AIZR,2
RIBR,AUAR,2
RIBR,AVAR,6
RIBR,AVBL,2
RIBR,AVEL,6
RIBR,AVER,4
RIBR,BAGL,8
RIBR,OLLR,1
RIBR,RIAR,8
RIBR,RIGR,5
RIBR,RIH,2
RIBR,RIS,1
RIBR,RMDVR,1
RIBR,RMED,1
RIBR,SMDDL,2
RIBR,SMDVL,2
RIBR,SMDVR,2
RIBR,URYVR,2
RICL,ADAL,1
RICL,ADAR,7
RICL,ADLR,2
RICL,AVAL,15
RICL,AVAR,18
RICL,CEPDL,1
RICL,CEPVL,2
RICL,OLQVL,1
RICL,RICR,2
RICL,RIML,1
RICL,RIMR,8
RICL,RIVR,4
RICL,RMFR,2
RICL,SAAVL,2
RICL,SMBDL,5
RICL,SMBDR,1
RICL,SMDDL,11
RICL,SMDDR,8
RICL,SMDVR,1
RICL,URBR,2
RICR,ADAR,2
RICR,AIBL,2
RICR,AIBR,2
RICR,AIZL,6
RICR,AVAL,15
RICR,AVAR,13
RICR,AVKR,1
RICR,CEPDL,1
RICR,CEPDR,1
RICR,RICL,3
RICR,RIML,10
RICR,RIMR,1
RICR,RIVL,1
RICR,RMFL,1
RICR,RMGL,1
RICR,SMBDR,3
RICR,SMDDL,9
RICR,SMDDR,9
RICR,SMDVL,6
RICR,SMDVR,3
RICR,URBR,2
RICR,VB01,7
RID,AS11,1
RID,DA02,1
RID,DA06,2
RID,DB01,1
RID,DD01,3
RID,DD02,2
RID,DD03,2
RID,FLPL,1
RID,RMED,5
RID,VD05,1
RID,VD13,2
RIFL,ALML,5
RIFL,AVBL,26
RIFL,AVBR,1
RIFL,AVHR,1
RIFL,AVJR,8
RIFL,PVPL,8
RIFL,RIML,7
RIFR,ADLR,1
RIFR,AIZL,1
RIFR,ASHR,6
RIFR,AVBL,1
RIFR,AVBR,35
RIFR,AVFL,1
RIFR,AVJL,2
RIFR,AVJR,2
RIFR,AWBR,2
RIFR,CEPVR,2
RIFR,HSNL,2
RIFR,HSNR,3
RIFR,PVCL,1
RIFR,PVCR,1
RIFR,PVPR,6
RIFR,RIAR,1
RIFR,RIFL,1
RIFR,RIMR,10
RIFR,RIPR,2
RIFR,URXR,3
RIGL,ADFL,1
RIGL,ADLL,2
RIGL,AIBR,4
RIGL,AIZL,10
RIGL,AIZR,2
RIGL,ALNL,6
RIGL,AVEL,7
RIGL,AVER,1
RIGL,AVKR,17
RIGL,BAGR,3
RIGL,DVA,1
RIGL,OLQVL,2
RIGL,PVPL,2
RIGL,RIBL,3
RIGL,RIH,2
RIGL,RIR,8
RIGL,RMGL,6
RIGL,RMHR,23
RIGL,URXL,6
RIGR,AFDR,1
RIGR,AIBL,2
RIGR,AIZR,5
RIGR,ALNR,3
RIGR,AVDL,1
RIGR,AVER,4
RIGR,AVKL,21
RIGR,AVKR,5
RIGR,BAGL,2
RIGR,DVA,4
RIGR,DVC,2
RIGR,OLQVR,2
RIGR,PVT,5
RIGR,RIAR,3
RIGR,RIBR,2
RIGR,RIR,5
RIGR,RMHL,17
RIGR,URXR,3
RIGR,URYVR,2
RIH,ADFR,3
RIH,AIYL,3
RIH,AIYR,4
RIH,AIZL,12
RIH,AIZR,19
RIH,AUAR,2
RIH,BAGL,2
RIH,BAGR,5
RIH,CEPDL,6
RIH,CEPVL,3
RIH,CEPVR,6
RIH,IL2L,2
RIH,IL2R,3
RIH,IL2VL,4
RIH,IL2VR,5
RIH,OLQDL,11
RIH,OLQDR,7
RIH,OLQVL,13
RIH,OLQVR,7
RIH,RIAL,34
RIH,RIAR,36
RIH,RIBL,18
RIH,RIBR,15
RIH,RIPL,18
RIH,RIPR,7
RIH,RMER,6
RIH,RMEV,10
RIH,URAVR,1
RIH,URYVR,4
RIML,AIBL,1
RIML,AIBR,22
RIML,AVAL,5
RIML,AVAR,2
RIML,AVBL,9
RIML,AVBR,11
RIML,AVER,5
RIML,AVKR,1
RIML,RIAL,3
RIML,RIBL,9
RIML,RICR,1
RIML,RIML,11
RIML,RIMR,2
RIML,RMDL,9
RIML,RMDR,21
RIML,RMFL,2
RIML,RMFR,2
RIML,SAADL,1
RIML,SAADR,4
RIML,SAAVL,10
RIML,SAAVR,10
RIML,SMDDL,11
RIML,SMDDR,14
RIML,SMDVL,11
RIML,VB01,8
RIMR,ADAR,9
RIMR,AIBL,15
RIMR,AVAL,9
RIMR,AVBL,9
RIMR,AVBR,12
RIMR,AVJL,4
RIMR,AVKL,1
RIMR,RIBR,4
RIMR,RIML,4
RIMR,RIS,2
RIMR,RMDL,15
RIMR,RMDR,12
RIMR,RMFL,1
RIMR,RMFR,7
RIMR,SAAVL,11
RIMR,SAAVR,8
RIMR,SMDDL,9
RIMR,SMDDR,14
RIMR,SMDVL,2
RIMR,SMDVR,3
RIMR,VB01,2
RIPL,ADFL,3
RIPL,BAGL,7
RIPL,OLLL,4
RIPL,OLQDR,2
RIPL,OLQVL,1
RIPL,RIH,2
RIPL,RIPL,3
RIPR,ADFR,1
RIPR,AVBR,2
RIPR,BAGR,2
RIPR,IL1R,1
RIPR,OLQDR,3
RIPR,OLQVR,2
RIPR,RIH,1
RIPR,URAVR,1
RIPR,URBR,1
RIR,ADAR,1
RIR,ADFL,1
RIR,ADFR,4
RIR,AFDR,1
RIR,AIMR,1
RIR,AIZL,12
RIR,AIZR,15
RIR,AQR,2
RIR,ASHL,1
RIR,ASHR,1
RIR,AUAL,7
RIR,AVEL,4
RIR,AWBR,1
RIR,BAGR,1
RIR,DVA,9
RIR,HSNL,1
RIR,PVPL,2
RIR,PVPR,1
RIR,RIAL,11
RIR,RIAR,4
RIR,RIGL,2
RIR,RIGR,4
RIR,RMGL,1
RIR,RMGR,1
RIR,URXL,9
RIR,URXR,6
RIS,AVEL,17
RIS,AVER,18
RIS,AVKL,6
RIS,AVKR,13
RIS,AVL,9
RIS,CEPDL,4
RIS,CEPDR,1
RIS,CEPVL,7
RIS,CEPVR,4
RIS,OLLR,5
RIS,RIBL,8
RIS,RIBR,18
RIS,RIML,10
RIS,RIMR,15
RIS,RIS,3
RIS,RMDDL,1
RIS,RMDDR,1
RIS,RMDL,10
RIS,RMDR,16
RIS,RMEV,3
RIS,SMDDL,1
RIS,SMDDR,6
RIS,SMDVL,1
RIS,SMDVR,1
RIS,URYDR,1
RIS,URYVR,5
RIVL,RIAL,5
RIVL,RIAR,2
RIVL,RIVR,1
RIVL,RMDL,4
RIVL,RMDVL,5
RIVL,SAADR,11
RIVL,SIAVR,5
RIVL,SMDDR,8
RIVL,SMDVL,2
RIVR,RIAL,6
RIVR,RIAR,2
RIVR,RIVL,8
RIVR,RMDDL,1
RIVR,RMDR,4
RIVR,RMDVR,1
RIVR,RMHR,2
RIVR,SAADL,12
RIVR,SIAVL,5
RIVR,SMBVL,1
RIVR,SMDDL,6
RIVR,SMDVR,3
RMDDL,AVER,1
RMDDL,CEPVL,2
RMDDL,IL1DR,2
RMDDL,IL1R,9
RMDDL,RIAL,1
RMDDL,RMDVL,1
RMDDL,RMDVR,22
RMDDL,RMEV,2
RMDDL,RMHL,1
RMDDR,RMDDL,1
RMDDR,RMDVL,26
RMDDR,RMDVR,3
RMDL,ADER,3
RMDL,AVKR,1
RMDL,IL1L,1
RMDL,IL1R,1
RMDL,OLLR,3
RMDL,RIAL,20
RMDL,RIAR,22
RMDL,RIBR,1
RMDL,RIML,3
RMDL,RIS,1
RMDL,RIVL,1
RMDL,RMDDR,7
RMDL,RMDR,8
RMDL,RMDVL,2
RMDL,RMDVR,3
RMDL,RMFR,1
RMDL,RMHL,3
RMDL,SIBVR,3
RMDL,SMBVR,2
RMDL,SMDDR,1
RMDL,URXR,1
RMDR,AVKR,1
RMDR,IL1L,2
RMDR,OLLR,2
RMDR,RIAL,14
RMDR,RIAR,21
RMDR,RIMR,1
RMDR,RIS,1
RMDR,RMDDL,6
RMDR,RMDL,11
RMDR,RMDVL,9
RMDR,RMGL,1
RMDR,SIAVL,1
RMDR,SMDDR,1
RMDVL,AVER,2
RMDVL,CEPDL,2
RMDVL,IL1R,2
RMDVL,IL2VR,1
RMDVL,OLQVR,3
RMDVL,RMDDR,41
RMDVL,RMDR,2
RMDVL,RMDVR,1
RMDVL,SIAVR,2
RMDVL,SIBDR,1
RMDVL,URYVR,1
RMDVR,AVAR,1
RMDVR,CEPDR,2
RMDVR,IL1DR,1
RMDVR,IL1L,1
RMDVR,OLQVL,2
RMDVR,RIAR,1
RMDVR,RMDDL,43
RMDVR,RMDVR,2
RMDVR,SIAVL,2
RMDVR,SIBVR,1
RMDVR,SMBDR,1
RMDVR,URAVL,8
RMED,RIBL,1
RMED,RIBR,1
RMED,RMED,1
RMED,SMDDL,1
RMED,SMDDR,4
RMEL,IL1R,2
RMEL,OLLR,1
RMEL,RIPR,1
RMEL,RMEV,1
RMER,IL1L,4
RMER,RMER,5
RMER,RMHR,3
RMEV,RIBR,2
RMEV,RIH,2
RMEV,RIS,1
RMEV,RMDDL,1
RMEV,RMDDR,1
RMEV,RMED,1
RMEV,SMDDR,1
RMEV,SMDVL,1
RMFL,AVKL,9
RMFL,AVKR,14
RMFL,BAGL,1
RMFL,DVC,1
RMFL,PVT,3
RMFL,RIBR,1
RMFL,RIMR,2
RMFL,RIS,1
RMFL,RMDR,13
RMFL,RMHL,2
RMFL,SAAVR,1
RMFL,SMDVL,1
RMFR,AVKL,7
RMFR,AVKR,9
RMFR,DVC,2
RMFR,RIH,1
RMFR,RMDL,6
RMFR,RMDR,1
RMGL,ADAL,4
RMGL,ADLL,1
RMGL,AIBR,2
RMGL,AIML,3
RMGL,ASHL,1
RMGL,AVAL,3
RMGL,AVBR,3
RMGL,AVEL,2
RMGL,AVFR,1
RMGL,CEPDL,1
RMGL,PVPL,1
RMGL,RID,2
RMGL,RIFL,1
RMGL,RMDDR,1
RMGL,RMDL,2
RMGL,RMDR,16
RMGL,RMDVL,15
RMGL,RMHL,1
RMGL,RMHR,4
RMGL,SAADL,1
RMGL,SIADL,2
RMGL,SIADR,2
RMGL,SIAVL,4
RMGL,SIBDR,1
RMGL,SIBVL,4
RMGL,SIBVR,4
RMGL,SMBVL,2
RMGL,SMDDL,1
RMGL,SMDDR,2
RMGL,URXL,3
RMGR,ADAR,2
RMGR,ADER,2
RMGR,AIMR,2
RMGR,ALMR,1
RMGR,ALNR,4
RMGR,ASHR,1
RMGR,AVAL,1
RMGR,AVBL,2
RMGR,AVBR,3
RMGR,AVDL,2
RMGR,AVER,6
RMGR,AVJL,4
RMGR,IL2R,2
RMGR,OLLR,1
RMGR,RIGR,2
RMGR,RIR,1
RMGR,RMDDL,1
RMGR,RMDL,20
RMGR,RMDR,7
RMGR,RMDVR,23
RMGR,SAADL,3
RMGR,SAAVR,1
RMGR,SIADL,1
RMGR,SIAVR,2
RMGR,SIBDL,2
RMGR,SMBVR,1
RMGR,URXR,3
RMHL,AVAR,1
RMHL,IL1R,2
RMHL,RICL,1
RMHL,RICR,1
RMHL,RID,1
RMHL,RMDDL,2
RMHL,RMDR,1
RMHL,SAAVL,1
RMHL,URXR,1
RMHR,AIBR,3
RMHR,CEPVL,1
RMHR,RMDL,4
RMHR,RMDR,1
RMHR,RMER,4
RMHR,RMGL,8
RMHR,RMHL,3
RMHR,SMDDL,3
SAADL,AIBL,1
SAADL,AVAL,17
SAADL,OLLR,4
SAADL,RIGL,1
SAADL,RIML,11
SAADL,RIMR,16
SAADL,RIVR,1
SAADL,RMDVR,1
SAADL,RMFR,1
SAADL,SABD,2
SAADL,SIBVR,1
SAADR,AIBL,1
SAADR,AIBR,1
SAADR,AVAL,1
SAADR,AVAR,26
SAADR,OLLL,3
SAADR,PLNR,1
SAADR,RIML,14
SAADR,RIMR,23
SAADR,RMFL,5
SAADR,RMFR,1
SAADR,RMGL,1
SAADR,SABD,2
SAADR,SMBDR,2
SAADR,SMBVR,1
SAADR,SMDVL,5
SAAVL,AIBL,1
SAAVL,AVAL,56
SAAVL,OLLR,1
SAAVL,RIML,5
SAAVL,RIMR,33
SAAVL,RMFR,11
SAAVL,SABD,1
SAAVL,SMBDR,2
SAAVL,SMDDR,18
SAAVL,SMDVL,1
SAAVR,AIBR,1
SAAVR,ALNR,1
SAAVR,ASIR,1
SAAVR,AVAR,39
SAAVR,AVBL,1
SAAVR,IL1DL,12
SAAVR,RIAR,1
SAAVR,RIML,12
SAAVR,RIMR,7
SAAVR,RIPL,12
SAAVR,RMEV,1
SAAVR,SAAVR,1
SAAVR,SMBDL,1
SAAVR,SMDDL,17
SABD,SAADL,4
SABD,SAADR,4
SABVL,RIGR,1
SDQL,AIBR,2
SDQL,ALML,1
SDQL,AVAL,6
SDQL,AVAR,8
SDQL,AVBL,1
SDQL,AVBR,2
SDQL,AVDL,3
SDQL,AVEL,1
SDQL,DVA,1
SDQL,FLPL,2
SDQL,PVCL,1
SDQL,PVR,1
SDQL,RICR,3
SDQL,RIPR,1
SDQL,RIS,8
SDQL,RMFL,3
SDQL,SAADR,2
SDQL,SIADR,2
SDQL,SIBVL,1
SDQL,SMBDR,11
SDQR,ADLL,1
SDQR,AIBL,8
SDQR,ALML,1
SDQR,AVAL,8
SDQR,AVBL,23
SDQR,AVBR,19
SDQR,DVA,10
SDQR,RICL,1
SDQR,RICR,3
SDQR,RMHL,15
SDQR,RMHR,7
SDQR,SDQL,4
SDQR,SIADL,2
SIADL,ALNR,4
SIADL,AVFR,1
SIADL,RMDL,4
SIADL,SDQR,4
SIADL,SIBDL,4
SIADL,SMBDL,18
SIADL,SMDDL,17
SIADR,ALML,1
SIADR,AVAL,1
SIADR,CEPDL,1
SIADR,IL1VR,1
SIADR,SDQL,4
SIADR,SIBDR,4
SIADR,SMBDR,17
SIADR,SMDDR,17
SIAVL,ADEL,1
SIAVL,IL2L,1
SIAVL,PLNL,10
SIAVL,SIBVR,2
SIAVL,SMBVL,2
SIAVL,SMDVR,10
SIAVR,PLNR,10
SIAVR,RMDL,1
SIAVR,SIBVL,2
SIBDL,SIADL,2
SIBDR,SIADR,2
SIBDR,SMDDR,10
SIBVL,ALNR,1
SIBVL,PVPL,1
SIBVL,SIAVR,5
SIBVL,SMBDR,1
SIBVR,AVDR,1
SIBVR,RID,1
SIBVR,SIAVL,5
SMBDL,AIZL,1
SMBDL,ALNR,1
SMBDL,RIH,2
SMBDL,RMED,4
SMBDL,SAAVR,9
SMBDL,SDQR,18
SMBDL,SIADL,19
SMBDL,SIAVL,3
SMBDL,SMBVL,2
SMBDL,SMDDL,7
SMBDR,ALNL,5
SMBDR,AVAL,1
SMBDR,RIVL,1
SMBDR,RMED,25
SMBDR,SAAVL,8
SMBDR,SDQL,18
SMBDR,SIADR,20
SMBDR,SIAVR,1
SMBDR,SMBDL,3
SMBDR,SMDDR,4
SMBVL,AIML,1
SMBVL,AVBR,1
SMBVL,AVFL,1
SMBVL,AVHR,1
SMBVL,AVJR,1
SMBVL,PLNL,5
SMBVL,PVPL,1
SMBVL,RMDVR,1
SMBVL,RMEV,20
SMBVL,SAADL,16
SMBVL,SIAVL,1
SMBVL,SMBDL,2
SMBVR,ADLR,2
SMBVR,AVHL,2
SMBVR,CEPVR,8
SMBVR,PLNR,5
SMBVR,PVR,2
SMBVR,RIAR,1
SMBVR,RMDL,2
SMBVR,RMDR,3
SMBVR,RMEV,8
SMBVR,RMGR,3
SMBVR,SAADR,12
SMBVR,SIAVR,1
SMBVR,SMBDR,2
SMDDL,AVEL,1
SMDDL,AVER,1
SMDDL,RIAL,9
SMDDL,RIAR,14
SMDDL,RIML,2
SMDDL,RIMR,1
SMDDL,RIS,2
SMDDL,RIVR,1
SMDDL,RMDL,3
SMDDL,RMDR,1
SMDDL,SAAVR,1
SMDDL,SIADL,14
SMDDL,SIBDL,14
SMDDL,SMBDL,3
SMDDL,SMDDR,1
SMDDL,SMDVL,2
SMDDL,SMDVR,17
SMDDL,URYDL,1
SMDDR,AIZR,2
SMDDR,ALNL,1
SMDDR,ALNR,2
SMDDR,ASGL,1
SMDDR,ASJL,1
SMDDR,AVER,1
SMDDR,RIAL,5
SMDDR,RIAR,3
SMDDR,RIBL,1
SMDDR,RIMR,3
SMDDR,RIS,3
SMDDR,RIVL,1
SMDDR,RMDR,1
SMDDR,SIADR,14
SMDDR,SIBDR,14
SMDDR,SMBDR,3
SMDDR,SMDDL,4
SMDDR,SMDVL,5
SMDVL,ALNL,2
SMDVL,ALNR,6
SMDVL,CEPVR,1
SMDVL,IL2L,1
SMDVL,PLNL,6
SMDVL,PVR,1
SMDVL,RIAL,19
SMDVL,RIAR,31
SMDVL,RIBR,1
SMDVL,RIVL,6
SMDVL,RMDDR,3
SMDVL,SIADR,1
SMDVL,SIAVR,30
SMDVL,SIBVL,30
SMDVL,SMDDR,22
SMDVL,SMDVR,2
SMDVR,AIBR,1
SMDVR,AVAR,1
SMDVR,AVER,1
SMDVR,CEPVL,1
SMDVR,PLNL,6
SMDVR,RIAL,24
SMDVR,RIAR,16
SMDVR,RIML,1
SMDVR,RIVR,1
SMDVR,RMDDL,3
SMDVR,RMED,9
SMDVR,SIAVL,30
SMDVR,SIBVR,30
SMDVR,SMDDL,14
SMDVR,SMDVL,1
SMDVR,VB01,1
URADL,IL1DL,4
URADL,RIH,3
URADL,RIPL,12
URADL,RMEL,8
URADR,IL1DR,3
URADR,RIPR,16
URADR,RMER,1
URADR,URYDR,1
URAVL,AVER,1
URAVL,CEPVL,1
URAVL,DVC,1
URAVL,IL1L,3
URAVL,IL1VL,6
URAVL,RIBL,1
URAVL,RIPL,15
URAVL,RMDDL,7
URAVL,RMDVR,1
URAVL,RMEL,8
URAVL,RMER,3
URAVL,RMEV,10
URAVR,ADAR,1
URAVR,IL1R,2
URAVR,IL1VR,9
URAVR,IL2VR,3
URAVR,PVT,3
URAVR,RIH,1
URAVR,RIPR,13
URAVR,RMDDR,1
URAVR,RMDVL,1
URAVR,RMEL,1
URAVR,RMER,4
URAVR,RMEV,2
URAVR,URYVR,1
URBL,ADAL,3
URBL,AVBL,1
URBL,CEPDL,2
URBL,IL1L,10
URBL,OLLL,1
URBL,PVR,1
URBL,RICL,1
URBL,RICR,1
URBL,RMDDR,2
URBL,RMHR,5
URBL,SIADR,2
URBL,SIAVL,2
URBL,SMBDR,3
URBL,URBL,1
URBL,URXL,26
URBL,URYDL,1
URBR,ADAR,5
URBR,ADER,1
URBR,ADLR,2
URBR,AVBR,1
URBR,AVDL,1
URBR,CEPDR,1
URBR,CEPVR,4
URBR,IL1DR,2
URBR,IL1R,5
URBR,IL2R,3
URBR,OLLR,1
URBR,OLQDR,2
URBR,RICL,1
URBR,RICR,1
URBR,RMDL,1
URBR,RMDR,1
URBR,RMGR,8
URBR,SIADL,3
URBR,SIAVR,3
URBR,SIBDR,2
URBR,SIBVR,2
URBR,SMBDL,4
URBR,SMBVR,1
URBR,URXR,16
URXL,ADAL,6
URXL,ADFL,1
URXL,AIML,2
URXL,AIZL,1
URXL,ASHL,1
URXL,ASIL,1
URXL,AUAL,14
URXL,AVAL,1
URXL,AVBL,4
URXL,AVDR,1
URXL,AVEL,9
URXL,AVJR,4
URXL,BAGR,2
URXL,CEPDL,1
URXL,HSNR,1
URXL,IL1DL,2
URXL,IL2L,1
URXL,OLQVL,2
URXL,RIAL,15
URXL,RICL,8
URXL,RID,1
URXL,RIGL,6
URXL,RIR,1
URXL,RMGL,5
URXL,URXL,3
URXR,ADAR,1
URXR,ADFR,4
URXR,ADLR,3
URXR,AIMR,3
URXR,ALMR,1
URXR,AUAR,21
URXR,AVAR,2
URXR,AVBL,2
URXR,AVBR,3
URXR,AVER,2
URXR,AWBR,2
URXR,CEPDR,1
URXR,OLQVR,2
URXR,RIAR,20
URXR,RICR,3
URXR,RIFR,3
URXR,RIGR,7
URXR,RIPR,10
URXR,RIR,4
URXR,RMDDL,2
URXR,RMDR,8
URXR,RMGR,6
URXR,SIADL,2
URXR,SIAVR,4
URXR,SMBVR,7
URXR,URBR,8
URYDL,AIZL,1
URYDL,AVEL,1
URYDL,AVER,9
URYDL,IL1DL,3
URYDL,OLLL,3
URYDL,OLQDL,2
URYDL,RIBL,8
URYDL,RMDDR,15
URYDL,RMDVL,18
URYDL,SMDDL,2
URYDL,SMDDR,3
URYDR,AVBL,1
URYDR,AVEL,5
URYDR,AVER,2
URYDR,AWCL,1
URYDR,CEPDR,3
URYDR,IL1DR,5
URYDR,OLQDR,1
URYDR,RIBR,1
URYDR,RMDDL,9
URYDR,RMDVR,12
URYDR,RMED,7
URYDR,SMDDL,11
URYDR,SMDVR,3
URYDR,URXR,1
URYVL,ADAL,1
URYVL,AVBR,1
URYVL,AVDR,2
URYVL,AVER,23
URYVL,AVJR,1
URYVL,CEPVL,3
URYVL,IL1VL,1
URYVL,OLLL,9
URYVL,OLQVL,9
URYVL,RIAL,2
URYVL,RIBL,9
URYVL,RID,4
URYVL,RIH,2
URYVL,RIS,1
URYVL,RMDDL,23
URYVL,RMDVR,17
URYVL,SIBVL,1
URYVL,SIBVR,4
URYVL,SMDVR,13
URYVL,URXL,2
URYVR,ADAR,1
URYVR,AVAL,2
URYVR,AVBL,5
URYVR,AVEL,26
URYVR,AVL,5
URYVR,CEPVR,1
URYVR,IL1VR,3
URYVR,RIAR,2
URYVR,RIBR,19
URYVR,RMDDR,32
URYVR,RMDL,2
URYVR,RMDVL,19
URYVR,SIBDR,4
URYVR,SIBVL,5
URYVR,SMBDR,1
URYVR,SMDVL,11
VA01,DA02,1
VA01,DD01,12
VA01,VD01,3
VA02,AVAL,1
VA02,DD01,20
VA02,VA01,2
VA02,VA03,2
VA02,VB01,1
VA02,VB02,1
VA02,VD01,1
VA02,VD02,27
VA03,DD01,18
VA03,DD02,10
VA03,VA04,2
VA03,VB02,1
VA03,VB03,3
VA03,VD02,3
VA03,VD03,11
VA04,AVAR,1
VA04,AVDL,1
VA04,AVER,1
VA04,DD02,17
VA04,VB03,8
VA04,VB04,1
VA04,VD04,8
VA05,DD02,6
VA05,DD03,17
VA05,VA06,2
VA05,VB04,1
VA05,VD05,9
VA06,AS01,13
VA06,AS02,1
VA06,AVAR,1
VA06,DD03,21
VA06,VA05,2
VA06,VB04,1
VA06,VB05,7
VA06,VD05,3
VA06,VD06,6
VA07,AS01,1
VA07,AS02,10
VA07,AS03,3
VA07,DD03,3
VA07,DD04,17
VA07,VB06,1
VA07,VD06,2
VA07,VD07,13
VA08,AS02,1
VA08,AS03,4
VA08,AS04,11
VA08,AS05,3
VA08,DD04,9
VA08,DD05,9
VA08,VB06,1
VA08,VD07,2
VA08,VD08,3
VA08,VD09,3
VA09,AS06,5
VA09,AS07,3
VA09,DD04,6
VA09,DD05,6
VA09,DD06,6
VA09,VB07,1
VA09,VB08,1
VA09,VD09,2
VA09,VD10,3
VA09,VD11,3
VA10,AS06,3
VA10,AS07,6
VA10,AS10,1
VA10,DD05,9
VA10,DD06,9
VA10,VB08,1
VA10,VB09,1
VA10,VD10,2
VA10,VD11,3
VA10,VD12,3
VA11,AS07,2
VA11,AS08,10
VA11,AS09,1
VA11,DD06,19
VA11,PVNR,1
VA11,VB10,6
VA11,VD11,5
VA11,VD12,3
VA12,AS08,2
VA12,AS09,8
VA12,AS10,6
VA12,AS11,6
VA12,AVAL,3
VA12,DA08,9
VA12,DA09,17
VA12,DB07,10
VA12,DD06,2
VA12,LUAL,2
VA12,PHCR,1
VA12,PVCL,3
VA12,PVCR,4
VA12,VA11,4
VA12,VB11,4
VA12,VD12,7
VA12,VD13,12
VB01,ADAL,5
VB01,AIBR,2
VB01,DD01,1
VB01,RIML,10
VB01,RMFL,10
VB01,SAADL,18
VB01,SAADR,5
VB01,SABD,1
VB01,SMBVL,3
VB01,VA01,7
VB01,VA02,2
VB01,VA03,2
VB01,VA04,2
VB01,VB02,1
VB01,VD01,4
VB01,VD02,2
VB02,AVEL,1
VB02,DD01,30
VB02,DD02,1
VB02,VA02,5
VB02,VA03,11
VB02,VC02,1
VB02,VD02,14
VB02,VD03,4
VB03,DD02,36
VB03,VA04,10
VB03,VA05,1
VB03,VD03,4
VB03,VD04,6
VB04,AVG,1
VB04,DD02,7
VB04,DD03,13
VB04,VA04,1
VB04,VA05,1
VB04,VB05,1
VB04,VD04,1
VB04,VD05,3
VB05,DD03,34
VB05,VA06,2
VB05,VD06,10
VB06,DD04,32
VB06,DVA,1
VB06,PVNR,1
VB06,VA07,3
VB06,VA08,2
VB06,VB07,1
VB06,VD06,1
VB06,VD07,22
VB07,DD04,11
VB07,DD05,29
VB07,VA09,1
VB07,VA10,1
VB07,VD08,5
VB07,VD09,6
VB08,DD05,10
VB08,DD06,19
VB08,VA11,2
VB08,VD09,5
VB08,VD10,6
VB09,DD05,10
VB09,DD06,19
VB09,VA11,2
VB09,VD10,5
VB09,VD11,6
VB10,DD06,19
VB10,PVT,1
VB10,VA11,3
VB10,VD11,7
VB10,VD12,6
VB11,DD06,19
VB11,PVCR,1
VB11,PVWL,1
VB11,PVWR,1
VB11,VA12,5
VB11,VD12,2
VB11,VD13,22
VC01,AVFL,1
VC01,AVL,2
VC01,DD01,6
VC01,DD02,8
VC01,DD03,8
VC01,DVC,1
VC01,PVPR,1
VC01,PVT,4
VC01,VC02,4
VC01,VC03,2
VC01,VD01,5
VC01,VD02,1
VC01,VD03,2
VC01,VD04,4
VC01,VD05,4
VC01,VD06,1
VC02,DB04,1
VC02,DD01,6
VC02,DD02,4
VC02,DD03,8
VC02,DVC,3
VC02,PVCL,1
VC02,PVPR,1
VC02,PVQR,1
VC02,PVT,6
VC02,VC01,3
VC02,VC03,4
VC02,VD01,2
VC02,VD02,3
VC02,VD04,6
VC02,VD05,4
VC02,VD06,2
VC03,AVBL,1
VC03,AVJL,1
VC03,AVL,1
VC03,DD01,1
VC03,DD02,3
VC03,DD03,5
VC03,DD04,16
VC03,HSNR,1
VC03,PVNR,1
VC03,PVPR,2
VC03,PVQR,2
VC03,PVT,5
VC03,SABVL,1
VC03,VB02,1
VC03,VB04,1
VC03,VC01,5
VC03,VC02,2
VC03,VD01,2
VC03,VD02,1
VC03,VD03,2
VC03,VD04,3
VC03,VD05,3
VC03,VD06,5
VC03,VD07,8
VC04,AVBR,1
VC04,AVHR,1
VC04,VC03,1
VC04,VC05,2
